,음식,label,구간
171,"('찰밥', '얼갈이배춧국', '취나물')",459,7
172,"('찰밥', '얼갈이배춧국', '도토리묵')",451,6
173,"('찰밥', '얼갈이배춧국', '새우구이')",454,12
174,"('찰밥', '얼갈이배춧국', '숙주나물무침')",455,5
175,"('찰밥', '얼갈이배춧국', '애호박볶음')",457,5
176,"('찰밥', '얼갈이배춧국', '청포묵무침')",458,10
177,"('찰밥', '얼갈이배춧국', '병어구이')",453,16
178,"('찰밥', '얼갈이배춧국', '쑥갓나물무침')",456,8
179,"('찰밥', '얼갈이배춧국', '도미구이')",450,15
180,"('찰밥', '홍합미역국', '미나리나물')",462,10
181,"('찰밥', '홍합미역국', '취나물')",469,11
182,"('찰밥', '홍합미역국', '도토리묵')",461,11
183,"('찰밥', '홍합미역국', '새우구이')",464,14
184,"('찰밥', '홍합미역국', '숙주나물무침')",465,10
185,"('찰밥', '홍합미역국', '애호박볶음')",467,10
186,"('찰밥', '홍합미역국', '청포묵무침')",468,13
187,"('찰밥', '홍합미역국', '병어구이')",463,17
188,"('찰밥', '홍합미역국', '쑥갓나물무침')",466,12
189,"('찰밥', '홍합미역국', '도미구이')",460,17
190,"('찰밥', '무된장국', '미나리나물')",412,8
191,"('찰밥', '무된장국', '취나물')",419,10
192,"('찰밥', '무된장국', '도토리묵')",411,9
193,"('찰밥', '무된장국', '새우구이')",414,14
194,"('찰밥', '무된장국', '숙주나물무침')",415,8
195,"('찰밥', '무된장국', '애호박볶음')",417,8
196,"('찰밥', '무된장국', '청포묵무침')",418,11
197,"('찰밥', '무된장국', '병어구이')",413,17
198,"('찰밥', '무된장국', '쑥갓나물무침')",416,10
199,"('찰밥', '무된장국', '도미구이')",410,16
200,"('찰밥', '황태해장국', '미나리나물')",472,11
201,"('찰밥', '황태해장국', '취나물')",479,11
202,"('찰밥', '황태해장국', '도토리묵')",471,11
203,"('찰밥', '황태해장국', '새우구이')",474,15
204,"('찰밥', '황태해장국', '숙주나물무침')",475,10
205,"('찰밥', '황태해장국', '애호박볶음')",477,11
206,"('찰밥', '황태해장국', '청포묵무침')",478,13
207,"('찰밥', '황태해장국', '병어구이')",473,17
208,"('찰밥', '황태해장국', '쑥갓나물무침')",476,12
209,"('찰밥', '황태해장국', '도미구이')",470,17
210,"('찰밥', '감잣국', '미나리나물')",402,8
211,"('찰밥', '감잣국', '취나물')",409,9
212,"('찰밥', '감잣국', '도토리묵')",401,8
213,"('찰밥', '감잣국', '새우구이')",404,13
214,"('찰밥', '감잣국', '숙주나물무침')",405,7
215,"('찰밥', '감잣국', '애호박볶음')",407,8
216,"('찰밥', '감잣국', '청포묵무침')",408,11
217,"('찰밥', '감잣국', '병어구이')",403,17
218,"('찰밥', '감잣국', '쑥갓나물무침')",406,10
219,"('찰밥', '감잣국', '도미구이')",400,15
220,"('찰밥', '소고기미역국', '미나리나물')",442,10
221,"('찰밥', '소고기미역국', '취나물')",449,11
222,"('찰밥', '소고기미역국', '도토리묵')",441,10
223,"('찰밥', '소고기미역국', '새우구이')",444,14
224,"('찰밥', '소고기미역국', '숙주나물무침')",445,9
225,"('찰밥', '소고기미역국', '애호박볶음')",447,10
226,"('찰밥', '소고기미역국', '청포묵무침')",448,12
227,"('찰밥', '소고기미역국', '병어구이')",443,17
228,"('찰밥', '소고기미역국', '쑥갓나물무침')",446,11
229,"('찰밥', '소고기미역국', '도미구이')",440,16
230,"('찰밥', '미역국', '미나리나물')",422,6
231,"('찰밥', '미역국', '취나물')",429,8
232,"('찰밥', '미역국', '도토리묵')",421,7
233,"('찰밥', '미역국', '새우구이')",424,13
234,"('찰밥', '미역국', '숙주나물무침')",425,5
235,"('찰밥', '미역국', '애호박볶음')",427,6
236,"('찰밥', '미역국', '청포묵무침')",428,10
237,"('찰밥', '미역국', '병어구이')",423,16
238,"('찰밥', '미역국', '쑥갓나물무침')",426,9
239,"('찰밥', '미역국', '도미구이')",420,15
240,"('콩나물밥', '바지락조개국', '미나리나물')",512,9
241,"('콩나물밥', '바지락조개국', '취나물')",519,10
242,"('콩나물밥', '바지락조개국', '도토리묵')",511,9
243,"('콩나물밥', '바지락조개국', '새우구이')",514,14
244,"('콩나물밥', '바지락조개국', '숙주나물무침')",515,8
245,"('콩나물밥', '바지락조개국', '애호박볶음')",517,9
246,"('콩나물밥', '바지락조개국', '청포묵무침')",518,12
247,"('콩나물밥', '바지락조개국', '병어구이')",513,17
248,"('콩나물밥', '바지락조개국', '쑥갓나물무침')",516,11
249,"('콩나물밥', '바지락조개국', '도미구이')",510,16
250,"('콩나물밥', '얼갈이배춧국', '미나리나물')",532,3
251,"('콩나물밥', '얼갈이배춧국', '취나물')",539,6
252,"('콩나물밥', '얼갈이배춧국', '도토리묵')",531,4
253,"('콩나물밥', '얼갈이배춧국', '새우구이')",534,11
254,"('콩나물밥', '얼갈이배춧국', '숙주나물무침')",535,3
255,"('콩나물밥', '얼갈이배춧국', '애호박볶음')",537,3
256,"('콩나물밥', '얼갈이배춧국', '청포묵무침')",538,9
257,"('콩나물밥', '얼갈이배춧국', '병어구이')",533,15
258,"('콩나물밥', '얼갈이배춧국', '쑥갓나물무침')",536,7
259,"('콩나물밥', '얼갈이배춧국', '도미구이')",530,14
260,"('콩나물밥', '홍합미역국', '미나리나물')",542,9
261,"('콩나물밥', '홍합미역국', '취나물')",549,10
262,"('콩나물밥', '홍합미역국', '도토리묵')",541,10
263,"('콩나물밥', '홍합미역국', '새우구이')",544,14
264,"('콩나물밥', '홍합미역국', '숙주나물무침')",545,9
265,"('콩나물밥', '홍합미역국', '애호박볶음')",547,9
266,"('콩나물밥', '홍합미역국', '청포묵무침')",548,12
267,"('콩나물밥', '홍합미역국', '병어구이')",543,17
268,"('콩나물밥', '홍합미역국', '쑥갓나물무침')",546,11
269,"('콩나물밥', '홍합미역국', '도미구이')",540,16
270,"('콩나물밥', '무된장국', '미나리나물')",492,7
271,"('콩나물밥', '무된장국', '취나물')",499,9
272,"('콩나물밥', '무된장국', '도토리묵')",491,8
273,"('콩나물밥', '무된장국', '새우구이')",494,13
274,"('콩나물밥', '무된장국', '숙주나물무침')",495,6
275,"('콩나물밥', '무된장국', '애호박볶음')",497,7
276,"('콩나물밥', '무된장국', '청포묵무침')",498,11
277,"('콩나물밥', '무된장국', '병어구이')",493,16
278,"('콩나물밥', '무된장국', '쑥갓나물무침')",496,9
279,"('콩나물밥', '무된장국', '도미구이')",490,15
280,"('콩나물밥', '황태해장국', '미나리나물')",552,10
281,"('콩나물밥', '황태해장국', '취나물')",559,11
282,"('콩나물밥', '황태해장국', '도토리묵')",551,10
283,"('콩나물밥', '황태해장국', '새우구이')",554,14
284,"('콩나물밥', '황태해장국', '숙주나물무침')",555,9
285,"('콩나물밥', '황태해장국', '애호박볶음')",557,10
286,"('콩나물밥', '황태해장국', '청포묵무침')",558,12
287,"('콩나물밥', '황태해장국', '병어구이')",553,17
288,"('콩나물밥', '황태해장국', '쑥갓나물무침')",556,11
289,"('콩나물밥', '황태해장국', '도미구이')",550,16
290,"('콩나물밥', '감잣국', '미나리나물')",482,6
291,"('콩나물밥', '감잣국', '취나물')",489,8
292,"('콩나물밥', '감잣국', '도토리묵')",481,6
293,"('콩나물밥', '감잣국', '새우구이')",484,13
294,"('콩나물밥', '감잣국', '숙주나물무침')",485,5
295,"('콩나물밥', '감잣국', '애호박볶음')",487,6
296,"('콩나물밥', '감잣국', '청포묵무침')",488,10
297,"('콩나물밥', '감잣국', '병어구이')",483,16
298,"('콩나물밥', '감잣국', '쑥갓나물무침')",486,9
299,"('콩나물밥', '감잣국', '도미구이')",480,15
300,"('콩나물밥', '소고기미역국', '미나리나물')",522,9
301,"('콩나물밥', '소고기미역국', '취나물')",529,10
302,"('콩나물밥', '소고기미역국', '도토리묵')",521,9
303,"('콩나물밥', '소고기미역국', '새우구이')",524,14
304,"('콩나물밥', '소고기미역국', '숙주나물무침')",525,8
305,"('콩나물밥', '소고기미역국', '애호박볶음')",527,9
306,"('콩나물밥', '소고기미역국', '청포묵무침')",528,12
307,"('콩나물밥', '소고기미역국', '병어구이')",523,17
308,"('콩나물밥', '소고기미역국', '쑥갓나물무침')",526,11
309,"('콩나물밥', '소고기미역국', '도미구이')",520,16
310,"('콩나물밥', '미역국', '미나리나물')",502,4
311,"('콩나물밥', '미역국', '취나물')",509,6
312,"('콩나물밥', '미역국', '도토리묵')",501,5
313,"('콩나물밥', '미역국', '새우구이')",504,12
314,"('콩나물밥', '미역국', '숙주나물무침')",505,3
315,"('콩나물밥', '미역국', '애호박볶음')",507,4
316,"('콩나물밥', '미역국', '청포묵무침')",508,9
317,"('콩나물밥', '미역국', '병어구이')",503,15
318,"('콩나물밥', '미역국', '쑥갓나물무침')",506,7
319,"('콩나물밥', '미역국', '도미구이')",500,14
320,"('흑미밥', '바지락조개국', '미나리나물')",592,7
321,"('흑미밥', '바지락조개국', '취나물')",599,9
322,"('흑미밥', '바지락조개국', '도토리묵')",591,8
323,"('흑미밥', '바지락조개국', '새우구이')",594,13
324,"('흑미밥', '바지락조개국', '숙주나물무침')",595,7
325,"('흑미밥', '바지락조개국', '애호박볶음')",597,7
326,"('흑미밥', '바지락조개국', '청포묵무침')",598,11
327,"('흑미밥', '바지락조개국', '병어구이')",593,17
328,"('흑미밥', '바지락조개국', '쑥갓나물무침')",596,10
329,"('흑미밥', '바지락조개국', '도미구이')",590,15
330,"('흑미밥', '얼갈이배춧국', '미나리나물')",612,2
331,"('흑미밥', '얼갈이배춧국', '취나물')",619,3
332,"('흑미밥', '얼갈이배춧국', '도토리묵')",611,2
333,"('흑미밥', '얼갈이배춧국', '새우구이')",614,11
334,"('흑미밥', '얼갈이배춧국', '숙주나물무침')",615,2
335,"('흑미밥', '얼갈이배춧국', '애호박볶음')",617,2
336,"('흑미밥', '얼갈이배춧국', '청포묵무침')",618,7
337,"('흑미밥', '얼갈이배춧국', '병어구이')",613,15
338,"('흑미밥', '얼갈이배춧국', '쑥갓나물무침')",616,5
339,"('흑미밥', '얼갈이배춧국', '도미구이')",610,13
340,"('흑미밥', '홍합미역국', '미나리나물')",622,8
341,"('흑미밥', '홍합미역국', '취나물')",629,9
342,"('흑미밥', '홍합미역국', '도토리묵')",621,8
343,"('흑미밥', '홍합미역국', '새우구이')",624,13
344,"('흑미밥', '홍합미역국', '숙주나물무침')",625,7
345,"('흑미밥', '홍합미역국', '애호박볶음')",627,8
346,"('흑미밥', '홍합미역국', '청포묵무침')",628,11
347,"('흑미밥', '홍합미역국', '병어구이')",623,17
348,"('흑미밥', '홍합미역국', '쑥갓나물무침')",626,10
349,"('흑미밥', '홍합미역국', '도미구이')",620,15
350,"('흑미밥', '무된장국', '미나리나물')",572,5
351,"('흑미밥', '무된장국', '취나물')",579,7
352,"('흑미밥', '무된장국', '도토리묵')",571,5
353,"('흑미밥', '무된장국', '새우구이')",574,12
354,"('흑미밥', '무된장국', '숙주나물무침')",575,4
355,"('흑미밥', '무된장국', '애호박볶음')",577,5
356,"('흑미밥', '무된장국', '청포묵무침')",578,10
357,"('흑미밥', '무된장국', '병어구이')",573,16
358,"('흑미밥', '무된장국', '쑥갓나물무침')",576,8
359,"('흑미밥', '무된장국', '도미구이')",570,14
360,"('흑미밥', '황태해장국', '미나리나물')",632,8
361,"('흑미밥', '황태해장국', '취나물')",639,10
362,"('흑미밥', '황태해장국', '도토리묵')",631,9
363,"('흑미밥', '황태해장국', '새우구이')",634,13
364,"('흑미밥', '황태해장국', '숙주나물무침')",635,8
365,"('흑미밥', '황태해장국', '애호박볶음')",637,8
366,"('흑미밥', '황태해장국', '청포묵무침')",638,11
367,"('흑미밥', '황태해장국', '병어구이')",633,17
368,"('흑미밥', '황태해장국', '쑥갓나물무침')",636,10
369,"('흑미밥', '황태해장국', '도미구이')",630,15
370,"('흑미밥', '감잣국', '미나리나물')",562,3
371,"('흑미밥', '감잣국', '취나물')",569,6
372,"('흑미밥', '감잣국', '도토리묵')",561,4
373,"('흑미밥', '감잣국', '새우구이')",564,12
374,"('흑미밥', '감잣국', '숙주나물무침')",565,3
375,"('흑미밥', '감잣국', '애호박볶음')",567,3
376,"('흑미밥', '감잣국', '청포묵무침')",568,9
377,"('흑미밥', '감잣국', '병어구이')",563,15
378,"('흑미밥', '감잣국', '쑥갓나물무침')",566,7
379,"('흑미밥', '감잣국', '도미구이')",560,14
380,"('흑미밥', '소고기미역국', '미나리나물')",602,7
381,"('흑미밥', '소고기미역국', '취나물')",609,9
382,"('흑미밥', '소고기미역국', '도토리묵')",601,8
383,"('흑미밥', '소고기미역국', '새우구이')",604,13
384,"('흑미밥', '소고기미역국', '숙주나물무침')",605,6
385,"('흑미밥', '소고기미역국', '애호박볶음')",607,7
386,"('흑미밥', '소고기미역국', '청포묵무침')",608,11
387,"('흑미밥', '소고기미역국', '병어구이')",603,16
388,"('흑미밥', '소고기미역국', '쑥갓나물무침')",606,9
389,"('흑미밥', '소고기미역국', '도미구이')",600,15
390,"('흑미밥', '미역국', '미나리나물')",582,2
391,"('흑미밥', '미역국', '취나물')",589,4
392,"('흑미밥', '미역국', '도토리묵')",581,3
393,"('흑미밥', '미역국', '새우구이')",584,11
394,"('흑미밥', '미역국', '숙주나물무침')",585,2
395,"('흑미밥', '미역국', '애호박볶음')",587,2
396,"('흑미밥', '미역국', '청포묵무침')",588,8
397,"('흑미밥', '미역국', '병어구이')",583,15
398,"('흑미밥', '미역국', '쑥갓나물무침')",586,5
399,"('흑미밥', '미역국', '도미구이')",580,14
400,"('검정콩밥', '바지락조개국', '미나리나물')",32,6
401,"('검정콩밥', '바지락조개국', '취나물')",39,8
402,"('검정콩밥', '바지락조개국', '도토리묵')",31,7
403,"('검정콩밥', '바지락조개국', '새우구이')",34,13
404,"('검정콩밥', '바지락조개국', '숙주나물무침')",35,6
405,"('검정콩밥', '바지락조개국', '애호박볶음')",37,6
406,"('검정콩밥', '바지락조개국', '청포묵무침')",38,11
407,"('검정콩밥', '바지락조개국', '병어구이')",33,16
408,"('검정콩밥', '바지락조개국', '쑥갓나물무침')",36,9
409,"('검정콩밥', '바지락조개국', '도미구이')",30,15
410,"('검정콩밥', '얼갈이배춧국', '미나리나물')",52,1
411,"('검정콩밥', '얼갈이배춧국', '취나물')",59,3
412,"('검정콩밥', '얼갈이배춧국', '도토리묵')",51,2
413,"('검정콩밥', '얼갈이배춧국', '새우구이')",54,10
414,"('검정콩밥', '얼갈이배춧국', '숙주나물무침')",55,1
415,"('검정콩밥', '얼갈이배춧국', '애호박볶음')",57,1
416,"('검정콩밥', '얼갈이배춧국', '청포묵무침')",58,6
417,"('검정콩밥', '얼갈이배춧국', '병어구이')",53,14
418,"('검정콩밥', '얼갈이배춧국', '쑥갓나물무침')",56,4
419,"('검정콩밥', '얼갈이배춧국', '도미구이')",50,13
420,"('검정콩밥', '홍합미역국', '미나리나물')",62,7
421,"('검정콩밥', '홍합미역국', '취나물')",69,9
422,"('검정콩밥', '홍합미역국', '도토리묵')",61,8
423,"('검정콩밥', '홍합미역국', '새우구이')",64,13
424,"('검정콩밥', '홍합미역국', '숙주나물무침')",65,6
425,"('검정콩밥', '홍합미역국', '애호박볶음')",67,7
426,"('검정콩밥', '홍합미역국', '청포묵무침')",68,11
427,"('검정콩밥', '홍합미역국', '병어구이')",63,16
428,"('검정콩밥', '홍합미역국', '쑥갓나물무침')",66,9
429,"('검정콩밥', '홍합미역국', '도미구이')",60,15
430,"('검정콩밥', '무된장국', '미나리나물')",12,4
431,"('검정콩밥', '무된장국', '취나물')",19,6
432,"('검정콩밥', '무된장국', '도토리묵')",11,4
433,"('검정콩밥', '무된장국', '새우구이')",14,12
434,"('검정콩밥', '무된장국', '숙주나물무침')",15,3
435,"('검정콩밥', '무된장국', '애호박볶음')",17,4
436,"('검정콩밥', '무된장국', '청포묵무침')",18,9
437,"('검정콩밥', '무된장국', '병어구이')",13,15
438,"('검정콩밥', '무된장국', '쑥갓나물무침')",16,7
439,"('검정콩밥', '무된장국', '도미구이')",10,14
440,"('검정콩밥', '황태해장국', '미나리나물')",72,8
441,"('검정콩밥', '황태해장국', '취나물')",79,9
442,"('검정콩밥', '황태해장국', '도토리묵')",71,8
443,"('검정콩밥', '황태해장국', '새우구이')",74,13
444,"('검정콩밥', '황태해장국', '숙주나물무침')",75,7
445,"('검정콩밥', '황태해장국', '애호박볶음')",77,8
446,"('검정콩밥', '황태해장국', '청포묵무침')",78,11
447,"('검정콩밥', '황태해장국', '병어구이')",73,17
448,"('검정콩밥', '황태해장국', '쑥갓나물무침')",76,10
449,"('검정콩밥', '황태해장국', '도미구이')",70,15
450,"('검정콩밥', '감잣국', '미나리나물')",2,3
451,"('검정콩밥', '감잣국', '취나물')",9,5
452,"('검정콩밥', '감잣국', '도토리묵')",1,3
453,"('검정콩밥', '감잣국', '새우구이')",4,11
454,"('검정콩밥', '감잣국', '숙주나물무침')",5,2
455,"('검정콩밥', '감잣국', '애호박볶음')",7,3
456,"('검정콩밥', '감잣국', '청포묵무침')",8,8
457,"('검정콩밥', '감잣국', '병어구이')",3,15
458,"('검정콩밥', '감잣국', '쑥갓나물무침')",6,6
459,"('검정콩밥', '감잣국', '도미구이')",0,14
460,"('검정콩밥', '소고기미역국', '미나리나물')",42,6
461,"('검정콩밥', '소고기미역국', '취나물')",49,8
462,"('검정콩밥', '소고기미역국', '도토리묵')",41,7
463,"('검정콩밥', '소고기미역국', '새우구이')",44,13
464,"('검정콩밥', '소고기미역국', '숙주나물무침')",45,5
465,"('검정콩밥', '소고기미역국', '애호박볶음')",47,6
466,"('검정콩밥', '소고기미역국', '청포묵무침')",48,10
467,"('검정콩밥', '소고기미역국', '병어구이')",43,16
